Sentence,Token,Filename
63,VARIABLE,2018 Residential Churn Questionnaire - Apr11_clean.json
63,FOR,2018 Residential Churn Questionnaire - Apr11_clean.json
63,REGIONAL,2018 Residential Churn Questionnaire - Apr11_clean.json
63,MASKING.,2018 Residential Churn Questionnaire - Apr11_clean.json
63,DO,2018 Residential Churn Questionnaire - Apr11_clean.json
63,NOT,2018 Residential Churn Questionnaire - Apr11_clean.json
63,USE,2018 Residential Churn Questionnaire - Apr11_clean.json
63,APPENDED,2018 Residential Churn Questionnaire - Apr11_clean.json
63,VARIABLE,2018 Residential Churn Questionnaire - Apr11_clean.json
64,S1Q1a.,2018 Residential Churn Questionnaire - Apr11_clean.json
64,You,2018 Residential Churn Questionnaire - Apr11_clean.json
64,mentioned,2018 Residential Churn Questionnaire - Apr11_clean.json
64,that,2018 Residential Churn Questionnaire - Apr11_clean.json
64,you,2018 Residential Churn Questionnaire - Apr11_clean.json
64,cancelled,2018 Residential Churn Questionnaire - Apr11_clean.json
64,your,2018 Residential Churn Questionnaire - Apr11_clean.json
64,TV,2018 Residential Churn Questionnaire - Apr11_clean.json
64,or,2018 Residential Churn Questionnaire - Apr11_clean.json
64,internet,2018 Residential Churn Questionnaire - Apr11_clean.json
64,service,2018 Residential Churn Questionnaire - Apr11_clean.json
64,recently,2018 Residential Churn Questionnaire - Apr11_clean.json
64,with,2018 Residential Churn Questionnaire - Apr11_clean.json
64,Rogers.,2018 Residential Churn Questionnaire - Apr11_clean.json
64,Prior,2018 Residential Churn Questionnaire - Apr11_clean.json
64,to,2018 Residential Churn Questionnaire - Apr11_clean.json
64,"cancelling,",2018 Residential Churn Questionnaire - Apr11_clean.json
64,which,2018 Residential Churn Questionnaire - Apr11_clean.json
64,Rogers,2018 Residential Churn Questionnaire - Apr11_clean.json
64,services,2018 Residential Churn Questionnaire - Apr11_clean.json
64,were,2018 Residential Churn Questionnaire - Apr11_clean.json
64,you,2018 Residential Churn Questionnaire - Apr11_clean.json
64,subscribed,2018 Residential Churn Questionnaire - Apr11_clean.json
64,to?,2018 Residential Churn Questionnaire - Apr11_clean.json
65,[AUTOPUNCH,2018 Residential Churn Questionnaire - Apr11_clean.json
65,ANY,2018 Residential Churn Questionnaire - Apr11_clean.json
65,SERVICES,2018 Residential Churn Questionnaire - Apr11_clean.json
65,CANCELLED,2018 Residential Churn Questionnaire - Apr11_clean.json
65,AT,2018 Residential Churn Questionnaire - Apr11_clean.json
65,S1Q1],2018 Residential Churn Questionnaire - Apr11_clean.json
66,READ,2018 Residential Churn Questionnaire - Apr11_clean.json
66,LIST,2018 Residential Churn Questionnaire - Apr11_clean.json
67,Cable,2018 Residential Churn Questionnaire - Apr11_clean.json
67,TV				1,2018 Residential Churn Questionnaire - Apr11_clean.json
68,High,2018 Residential Churn Questionnaire - Apr11_clean.json
68,speed,2018 Residential Churn Questionnaire - Apr11_clean.json
68,Internet			2,2018 Residential Churn Questionnaire - Apr11_clean.json
69,Home,2018 Residential Churn Questionnaire - Apr11_clean.json
69,Phone				3,2018 Residential Churn Questionnaire - Apr11_clean.json
70,Wireless/Cell,2018 Residential Churn Questionnaire - Apr11_clean.json
70,phone			4,2018 Residential Churn Questionnaire - Apr11_clean.json
71,Smart,2018 Residential Churn Questionnaire - Apr11_clean.json
71,Home,2018 Residential Churn Questionnaire - Apr11_clean.json
71,Monitoring		5,2018 Residential Churn Questionnaire - Apr11_clean.json
72,[IF,2018 Residential Churn Questionnaire - Apr11_clean.json
72,MORE,2018 Residential Churn Questionnaire - Apr11_clean.json
72,THAN,2018 Residential Churn Questionnaire - Apr11_clean.json
72,ONE,2018 Residential Churn Questionnaire - Apr11_clean.json
72,SERVICE,2018 Residential Churn Questionnaire - Apr11_clean.json
72,AT,2018 Residential Churn Questionnaire - Apr11_clean.json
72,S1Q1a],2018 Residential Churn Questionnaire - Apr11_clean.json
73,S1Q1b.,2018 Residential Churn Questionnaire - Apr11_clean.json
74,Were,2018 Residential Churn Questionnaire - Apr11_clean.json
74,the,2018 Residential Churn Questionnaire - Apr11_clean.json
74,services,2018 Residential Churn Questionnaire - Apr11_clean.json
74,that,2018 Residential Churn Questionnaire - Apr11_clean.json
74,you,2018 Residential Churn Questionnaire - Apr11_clean.json
74,subscribed,2018 Residential Churn Questionnaire - Apr11_clean.json
74,to,2018 Residential Churn Questionnaire - Apr11_clean.json
74,with,2018 Residential Churn Questionnaire - Apr11_clean.json
74,Rogers,2018 Residential Churn Questionnaire - Apr11_clean.json
74,part,2018 Residential Churn Questionnaire - Apr11_clean.json
74,of,2018 Residential Churn Questionnaire - Apr11_clean.json
74,a,2018 Residential Churn Questionnaire - Apr11_clean.json
74,bundle?,2018 Residential Churn Questionnaire - Apr11_clean.json
75,Yes,2018 Residential Churn Questionnaire - Apr11_clean.json
76,No,2018 Residential Churn Questionnaire - Apr11_clean.json
77,Don't,2018 Residential Churn Questionnaire - Apr11_clean.json
77,know,2018 Residential Churn Questionnaire - Apr11_clean.json
78,S1Q2a.,2018 Residential Churn Questionnaire - Apr11_clean.json
78,Are,2018 Residential Churn Questionnaire - Apr11_clean.json
78,you,2018 Residential Churn Questionnaire - Apr11_clean.json
78,currently,2018 Residential Churn Questionnaire - Apr11_clean.json
78,subscribed,2018 Residential Churn Questionnaire - Apr11_clean.json
78,to,2018 Residential Churn Questionnaire - Apr11_clean.json
78,any,2018 Residential Churn Questionnaire - Apr11_clean.json
78,service,2018 Residential Churn Questionnaire - Apr11_clean.json
78,with,2018 Residential Churn Questionnaire - Apr11_clean.json
78,Rogers?,2018 Residential Churn Questionnaire - Apr11_clean.json
79,Yes			1,2018 Residential Churn Questionnaire - Apr11_clean.json
80,No			2	SKIP,2018 Residential Churn Questionnaire - Apr11_clean.json
80,TO,2018 Residential Churn Questionnaire - Apr11_clean.json
80,S1Q2c,2018 Residential Churn Questionnaire - Apr11_clean.json
81,S1Q2b.,2018 Residential Churn Questionnaire - Apr11_clean.json
81,[IF,2018 Residential Churn Questionnaire - Apr11_clean.json
81,YES,2018 Residential Churn Questionnaire - Apr11_clean.json
81,TO,2018 Residential Churn Questionnaire - Apr11_clean.json
81,S1Q2a]Which,2018 Residential Churn Questionnaire - Apr11_clean.json
81,service,2018 Residential Churn Questionnaire - Apr11_clean.json
81,would,2018 Residential Churn Questionnaire - Apr11_clean.json
81,that,2018 Residential Churn Questionnaire - Apr11_clean.json
81,be?,2018 Residential Churn Questionnaire - Apr11_clean.json
81,(MASK,2018 Residential Churn Questionnaire - Apr11_clean.json
81,SERVICES,2018 Residential Churn Questionnaire - Apr11_clean.json
81,SELECTED,2018 Residential Churn Questionnaire - Apr11_clean.json
81,AT,2018 Residential Churn Questionnaire - Apr11_clean.json
81,S1Q1],2018 Residential Churn Questionnaire - Apr11_clean.json
82,READ,2018 Residential Churn Questionnaire - Apr11_clean.json
82,LIST,2018 Residential Churn Questionnaire - Apr11_clean.json
83,[AUTOPUNCH,2018 Residential Churn Questionnaire - Apr11_clean.json
83,IF,2018 Residential Churn Questionnaire - Apr11_clean.json
83,SERVICE,2018 Residential Churn Questionnaire - Apr11_clean.json
83,SELECTED,2018 Residential Churn Questionnaire - Apr11_clean.json
83,AT,2018 Residential Churn Questionnaire - Apr11_clean.json
83,S1Q1a,2018 Residential Churn Questionnaire - Apr11_clean.json
83,BUT,2018 Residential Churn Questionnaire - Apr11_clean.json
83,NOT,2018 Residential Churn Questionnaire - Apr11_clean.json
83,AT,2018 Residential Churn Questionnaire - Apr11_clean.json
83,S1Q1],2018 Residential Churn Questionnaire - Apr11_clean.json
84,[SHOW,2018 Residential Churn Questionnaire - Apr11_clean.json
84,HOME,2018 Residential Churn Questionnaire - Apr11_clean.json
84,"PHONE,",2018 Residential Churn Questionnaire - Apr11_clean.json
84,WIRELESS,2018 Residential Churn Questionnaire - Apr11_clean.json
84,",SMART",2018 Residential Churn Questionnaire - Apr11_clean.json
84,HOME,2018 Residential Churn Questionnaire - Apr11_clean.json
84,REGARDLESS],2018 Residential Churn Questionnaire - Apr11_clean.json
85,Cable,2018 Residential Churn Questionnaire - Apr11_clean.json
85,TV				1,2018 Residential Churn Questionnaire - Apr11_clean.json
86,High,2018 Residential Churn Questionnaire - Apr11_clean.json
86,speed,2018 Residential Churn Questionnaire - Apr11_clean.json
86,Internet			2,2018 Residential Churn Questionnaire - Apr11_clean.json
87,Home,2018 Residential Churn Questionnaire - Apr11_clean.json
87,Phone				3,2018 Residential Churn Questionnaire - Apr11_clean.json
88,Wireless/Cell,2018 Residential Churn Questionnaire - Apr11_clean.json
88,phone			4,2018 Residential Churn Questionnaire - Apr11_clean.json
89,Smart,2018 Residential Churn Questionnaire - Apr11_clean.json
89,Home,2018 Residential Churn Questionnaire - Apr11_clean.json
89,Monitoring		5,2018 Residential Churn Questionnaire - Apr11_clean.json
90,S1Q3.	[FOR,2018 Residential Churn Questionnaire - Apr11_clean.json
90,EACH,2018 Residential Churn Questionnaire - Apr11_clean.json
90,SERVICE,2018 Residential Churn Questionnaire - Apr11_clean.json
90,CANCELLED,2018 Residential Churn Questionnaire - Apr11_clean.json
90,AT,2018 Residential Churn Questionnaire - Apr11_clean.json
90,S1Q1],2018 Residential Churn Questionnaire - Apr11_clean.json
91,Have,2018 Residential Churn Questionnaire - Apr11_clean.json
91,you,2018 Residential Churn Questionnaire - Apr11_clean.json
91,signed,2018 Residential Churn Questionnaire - Apr11_clean.json
91,up,2018 Residential Churn Questionnaire - Apr11_clean.json
91,for,2018 Residential Churn Questionnaire - Apr11_clean.json
91,any,2018 Residential Churn Questionnaire - Apr11_clean.json
91,of,2018 Residential Churn Questionnaire - Apr11_clean.json
91,the,2018 Residential Churn Questionnaire - Apr11_clean.json
91,following,2018 Residential Churn Questionnaire - Apr11_clean.json
91,services,2018 Residential Churn Questionnaire - Apr11_clean.json
91,with,2018 Residential Churn Questionnaire - Apr11_clean.json
91,another,2018 Residential Churn Questionnaire - Apr11_clean.json
91,provider,2018 Residential Churn Questionnaire - Apr11_clean.json
91,to,2018 Residential Churn Questionnaire - Apr11_clean.json
91,replace,2018 Residential Churn Questionnaire - Apr11_clean.json
91,Rogers?,2018 Residential Churn Questionnaire - Apr11_clean.json
92,Yes,2018 Residential Churn Questionnaire - Apr11_clean.json
93,No,2018 Residential Churn Questionnaire - Apr11_clean.json
94,DK/Refused,2018 Residential Churn Questionnaire - Apr11_clean.json
95,A),2018 Residential Churn Questionnaire - Apr11_clean.json
95,Internet,2018 Residential Churn Questionnaire - Apr11_clean.json
96,B),2018 Residential Churn Questionnaire - Apr11_clean.json
96,Cable/Satellite,2018 Residential Churn Questionnaire - Apr11_clean.json
96,TV,2018 Residential Churn Questionnaire - Apr11_clean.json
97,FOR,2018 Residential Churn Questionnaire - Apr11_clean.json
97,THOSE,2018 Residential Churn Questionnaire - Apr11_clean.json
97,WHO,2018 Residential Churn Questionnaire - Apr11_clean.json
97,SAY,2018 Residential Churn Questionnaire - Apr11_clean.json
97,YES,2018 Residential Churn Questionnaire - Apr11_clean.json
97,TO,2018 Residential Churn Questionnaire - Apr11_clean.json
97,S1Q3,2018 Residential Churn Questionnaire - Apr11_clean.json
97,OPTION,2018 Residential Churn Questionnaire - Apr11_clean.json
97,C,2018 Residential Churn Questionnaire - Apr11_clean.json
97,(CABLE,2018 Residential Churn Questionnaire - Apr11_clean.json
97,TV)]:,2018 Residential Churn Questionnaire - Apr11_clean.json
98,S1Q5.	You,2018 Residential Churn Questionnaire - Apr11_clean.json
98,indicated,2018 Residential Churn Questionnaire - Apr11_clean.json
98,that,2018 Residential Churn Questionnaire - Apr11_clean.json
98,you,2018 Residential Churn Questionnaire - Apr11_clean.json
98,have,2018 Residential Churn Questionnaire - Apr11_clean.json
98,signed,2018 Residential Churn Questionnaire - Apr11_clean.json
98,up,2018 Residential Churn Questionnaire - Apr11_clean.json
98,with,2018 Residential Churn Questionnaire - Apr11_clean.json
98,a,2018 Residential Churn Questionnaire - Apr11_clean.json
98,new,2018 Residential Churn Questionnaire - Apr11_clean.json
98,TV,2018 Residential Churn Questionnaire - Apr11_clean.json
98,service,2018 Residential Churn Questionnaire - Apr11_clean.json
98,provider,2018 Residential Churn Questionnaire - Apr11_clean.json
98,to,2018 Residential Churn Questionnaire - Apr11_clean.json
98,replace,2018 Residential Churn Questionnaire - Apr11_clean.json
98,Rogers.,2018 Residential Churn Questionnaire - Apr11_clean.json
98,Which,2018 Residential Churn Questionnaire - Apr11_clean.json
98,provider,2018 Residential Churn Questionnaire - Apr11_clean.json
98,would,2018 Residential Churn Questionnaire - Apr11_clean.json
98,that,2018 Residential Churn Questionnaire - Apr11_clean.json
98,be?,2018 Residential Churn Questionnaire - Apr11_clean.json
99,[DO,2018 Residential Churn Questionnaire - Apr11_clean.json
99,NOT,2018 Residential Churn Questionnaire - Apr11_clean.json
99,READ,2018 Residential Churn Questionnaire - Apr11_clean.json
99,LIST,2018 Residential Churn Questionnaire - Apr11_clean.json
99,-,2018 Residential Churn Questionnaire - Apr11_clean.json
99,ACCEPT,2018 Residential Churn Questionnaire - Apr11_clean.json
99,ONLY,2018 Residential Churn Questionnaire - Apr11_clean.json
99,ONE,2018 Residential Churn Questionnaire - Apr11_clean.json
99,"RESPONSE,",2018 Residential Churn Questionnaire - Apr11_clean.json
99,PROBE,2018 Residential Churn Questionnaire - Apr11_clean.json
99,AS,2018 Residential Churn Questionnaire - Apr11_clean.json
99,NECESSARY,2018 Residential Churn Questionnaire - Apr11_clean.json
99,TO,2018 Residential Churn Questionnaire - Apr11_clean.json
99,GET,2018 Residential Churn Questionnaire - Apr11_clean.json
99,BEYOND,2018 Residential Churn Questionnaire - Apr11_clean.json
99,"""BELL""",2018 Residential Churn Questionnaire - Apr11_clean.json
99,OR,2018 Residential Churn Questionnaire - Apr11_clean.json
99,"""BELL",2018 Residential Churn Questionnaire - Apr11_clean.json
99,"ALIANT""]",2018 Residential Churn Questionnaire - Apr11_clean.json
100,[PN:,2018 Residential Churn Questionnaire - Apr11_clean.json
100,APPEND,2018 Residential Churn Questionnaire - Apr11_clean.json
100,PROVINCE,2018 Residential Churn Questionnaire - Apr11_clean.json
100,VARIABLE,2018 Residential Churn Questionnaire - Apr11_clean.json
100,FROM,2018 Residential Churn Questionnaire - Apr11_clean.json
100,SAMPLE,2018 Residential Churn Questionnaire - Apr11_clean.json
100,FILES-COLUMN,2018 Residential Churn Questionnaire - Apr11_clean.json
100,U],2018 Residential Churn Questionnaire - Apr11_clean.json
101,Bell,2018 Residential Churn Questionnaire - Apr11_clean.json
101,TV,2018 Residential Churn Questionnaire - Apr11_clean.json
101,or,2018 Residential Churn Questionnaire - Apr11_clean.json
101,Bell,2018 Residential Churn Questionnaire - Apr11_clean.json
101,ExpressVu,2018 Residential Churn Questionnaire - Apr11_clean.json
101,a,2018 Residential Churn Questionnaire - Apr11_clean.json
101,satellite,2018 Residential Churn Questionnaire - Apr11_clean.json
101,service,2018 Residential Churn Questionnaire - Apr11_clean.json
101,that,2018 Residential Churn Questionnaire - Apr11_clean.json
101,requires,2018 Residential Churn Questionnaire - Apr11_clean.json
101,a,2018 Residential Churn Questionnaire - Apr11_clean.json
101,satellite,2018 Residential Churn Questionnaire - Apr11_clean.json
101,dish	1,2018 Residential Churn Questionnaire - Apr11_clean.json
101,(ONTARIO,2018 Residential Churn Questionnaire - Apr11_clean.json
101,ONLY),2018 Residential Churn Questionnaire - Apr11_clean.json
102,Bell,2018 Residential Churn Questionnaire - Apr11_clean.json
102,Fibe,2018 Residential Churn Questionnaire - Apr11_clean.json
102,TV								2,2018 Residential Churn Questionnaire - Apr11_clean.json
102,(ONTARIO,2018 Residential Churn Questionnaire - Apr11_clean.json
102,ONLY),2018 Residential Churn Questionnaire - Apr11_clean.json
103,Bell,2018 Residential Churn Questionnaire - Apr11_clean.json
103,Aliant,2018 Residential Churn Questionnaire - Apr11_clean.json
103,TV								3,2018 Residential Churn Questionnaire - Apr11_clean.json
